Date,Open,High,Low,Close,Adj Close,Volume
2023-02-21,163.740005,164.509995,161.449997,161.619995,161.619995,5210800
2023-02-22,163.110001,165.000000,162.110001,163.360001,163.360001,4343700
2023-02-23,165.289993,165.470001,161.570007,164.119995,164.119995,4679400
2023-02-24,160.589996,162.389999,159.660004,162.199997,162.199997,6569900
2023-02-27,163.839996,164.770004,162.220001,163.139999,163.139999,6891200
2023-02-28,162.529999,164.449997,161.529999,163.610001,163.610001,6912600
2023-03-01,162.990005,167.979996,162.979996,167.350006,167.350006,15841200
2023-03-02,193.119995,193.910004,185.199997,186.589996,186.589996,37712500
2023-03-03,188.070007,189.770004,184.289993,186.429993,186.429993,12087200
2023-03-06,185.070007,189.000000,183.630005,183.800003,183.800003,10770300
2023-03-07,184.460007,186.160004,183.029999,183.320007,183.320007,9024300
2023-03-08,183.300003,184.899994,181.800003,182.949997,182.949997,6749100
2023-03-09,183.100006,183.839996,178.539993,178.720001,178.720001,7102400
2023-03-10,178.500000,179.360001,171.710007,173.179993,173.179993,14109000
2023-03-13,171.000000,177.100006,170.000000,175.509995,175.509995,9154800
2023-03-14,180.000000,185.309998,179.110001,182.889999,182.889999,10138100
2023-03-15,179.160004,183.860001,178.210007,182.910004,182.910004,7716900
2023-03-16,183.300003,187.649994,182.979996,187.300003,187.300003,8369500
2023-03-17,186.039993,187.660004,184.179993,184.850006,184.850006,10493300
2023-03-20,184.210007,185.520004,182.649994,185.250000,185.250000,5513200
2023-03-21,185.869995,189.279999,184.889999,188.679993,188.679993,6982000
2023-03-22,190.000000,191.440002,186.410004,186.509995,186.509995,6575600
2023-03-23,187.399994,190.559998,185.580002,187.440002,187.440002,8685000
2023-03-24,186.500000,190.320007,186.089996,190.059998,190.059998,6102700
2023-03-27,188.919998,192.110001,188.910004,191.259995,191.259995,7776500
2023-03-28,191.179993,192.830002,191.179993,192.300003,192.300003,4899000
2023-03-29,193.139999,197.429993,192.880005,196.639999,196.639999,8085200
2023-03-30,197.770004,198.169998,195.490005,196.600006,196.600006,6932500
2023-03-31,197.490005,200.000000,196.990005,199.779999,199.779999,6634300
2023-04-03,198.220001,198.929993,195.529999,196.490005,196.490005,5340800
2023-04-04,198.149994,198.699997,196.619995,197.199997,197.199997,4659100
2023-04-05,198.000000,198.289993,193.729996,195.309998,195.309998,3953700
2023-04-06,194.000000,194.070007,189.600006,192.550003,192.550003,6304700
2023-04-10,190.589996,192.550003,189.279999,191.490005,191.490005,5263800
2023-04-11,189.059998,190.460007,187.309998,188.889999,188.889999,4907700
2023-04-12,190.300003,191.889999,189.529999,190.320007,190.320007,5033400
2023-04-13,190.449997,194.380005,190.449997,194.020004,194.020004,4716400
2023-04-14,191.850006,195.169998,191.190002,194.649994,194.649994,5073800
2023-04-17,195.160004,197.520004,195.029999,197.080002,197.080002,5413500
2023-04-18,199.080002,200.119995,197.059998,198.500000,198.500000,4679000
2023-04-19,196.300003,199.070007,195.729996,198.919998,198.919998,3665100
2023-04-20,197.179993,200.080002,196.820007,197.509995,197.509995,3620000
2023-04-21,197.029999,199.119995,196.470001,199.029999,199.029999,4860100
2023-04-24,198.449997,198.770004,194.059998,194.919998,194.919998,4449700
2023-04-25,193.970001,194.119995,190.630005,190.669998,190.669998,5010000
2023-04-26,192.619995,194.369995,190.570007,191.520004,191.520004,4007600
2023-04-27,194.169998,197.509995,193.270004,195.940002,195.940002,4794400
2023-04-28,196.149994,198.649994,195.270004,198.369995,198.369995,4094600
2023-05-01,197.759995,199.050003,197.119995,197.789993,197.789993,2882900
2023-05-02,198.020004,198.410004,192.929993,193.839996,193.839996,6051000
2023-05-03,194.210007,195.789993,192.559998,192.610001,192.610001,3779900
2023-05-04,191.899994,194.559998,190.759995,192.380005,192.380005,4386500
2023-05-05,193.949997,198.110001,193.250000,197.589996,197.589996,4282800
2023-05-08,198.720001,200.500000,196.080002,197.899994,197.899994,4169400
2023-05-09,196.779999,203.800003,196.779999,201.179993,201.179993,6996800
2023-05-10,204.940002,206.279999,203.039993,204.850006,204.850006,6535600
2023-05-11,202.910004,203.800003,198.550003,203.470001,203.470001,5366300
2023-05-12,203.429993,203.960007,200.130005,201.809998,201.809998,4733000
2023-05-15,203.750000,205.399994,202.479996,203.330002,203.330002,4518200
2023-05-16,201.929993,205.669998,201.750000,204.559998,204.559998,4423200
2023-05-17,206.500000,209.490005,204.800003,209.380005,209.380005,5772200
2023-05-18,209.500000,213.880005,209.330002,213.320007,213.320007,5165500
2023-05-19,212.960007,213.240005,209.929993,210.360001,210.360001,6090800
2023-05-22,209.169998,212.820007,209.039993,210.259995,210.259995,3890800
2023-05-23,207.740005,209.639999,206.470001,206.639999,206.639999,4256800
2023-05-24,206.039993,210.210007,205.419998,209.059998,209.059998,4894000
2023-05-25,212.020004,212.330002,208.440002,209.910004,209.910004,6496700
2023-05-26,212.800003,216.149994,212.550003,215.440002,215.440002,6933300
2023-05-30,219.270004,222.139999,215.729996,218.869995,218.869995,10421000
2023-05-31,219.550003,225.000000,217.059998,223.380005,223.380005,19624000
2023-06-01,208.220001,215.360001,206.059998,212.899994,212.899994,20907400
2023-06-02,212.899994,216.139999,210.429993,213.029999,213.029999,11023500
2023-06-05,210.470001,212.320007,207.059998,209.860001,209.860001,7804400
2023-06-06,208.550003,213.399994,208.369995,212.850006,212.850006,6796000
2023-06-07,214.880005,216.660004,204.779999,205.729996,205.729996,9323900
2023-06-08,205.380005,210.380005,204.850006,209.529999,209.529999,5548600
2023-06-09,210.690002,218.660004,210.690002,215.309998,215.309998,7676700
2023-06-12,216.149994,220.389999,212.139999,213.690002,213.690002,11568300
2023-06-13,215.500000,216.229996,207.919998,208.979996,208.979996,11698900
2023-06-14,207.699997,211.710007,205.020004,209.399994,209.399994,8963400
2023-06-15,207.949997,213.330002,207.369995,211.919998,211.919998,7905400
2023-06-16,213.539993,213.649994,210.600006,211.759995,211.759995,13671200
2023-06-20,208.649994,217.050003,208.610001,216.970001,216.970001,9522900
2023-06-21,216.520004,217.800003,208.070007,209.589996,209.589996,7971600
2023-06-22,209.630005,213.960007,209.089996,213.289993,213.289993,5689800
2023-06-23,210.500000,211.000000,208.070007,210.089996,210.089996,14017200
2023-06-26,209.020004,211.750000,207.350006,207.360001,207.360001,4771500
2023-06-27,208.139999,210.479996,207.520004,208.820007,208.820007,4014800
2023-06-28,208.410004,212.199997,207.600006,212.169998,212.169998,4775900
2023-06-29,211.899994,212.649994,209.720001,210.429993,210.429993,3838300
